Molecule,Log-Likelihood
CC(C)=CCC[C@H](C)CC[C@@H]1C[C@H]2O[C@@H]2[C@@H](C)N1,-29.457941114902496
Cc1cc(=O)oc2cc(OCc3cccc(C(=O)O)c3)ccc12,-14.547952615876056
COc1cc(OC)c2c(c1Cl)O[C@@]1(C)CC[C@H]3O[C@@H](C[C@@H]1C)[C@H]3[C@]1(C)O[C@H]1[C@H](C)O2,-35.1657540233864
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\CCCCCC,-16.202313390473137
C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C\C)[C@]2(CO)CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)C(=O)C[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,-27.317535336704168
CCCCCCCCCCCC[C@H](O)[C@H]1CC[C@H](CC(=O)OC)O1,-18.87266688758791
CCCCCCCCC/C=C/[C@@H](O)C[C@H](O)CC[C@@H]1C=CC(=O)O1,-26.27975080640317
CNCOc1cccc(C(=O)/C=C/c2ccc(OC(C)C)cc2)c1,-22.618796569295228
CCOC(=O)C[C@H]1[C@H]2CC[C@](C)(O)C[C@@]23O[C@H]13,-28.76147993374616
CC(C)(C)CC(=O)N1N=C(c2ccccc2)C[C@@H]1c1ccccc1,-17.137233957648277
CO[C@@H]1O[C@H](c2ccoc2)C[C@@]2(O)[C@@]3(C)CCCC(C)(C)[C@@H]3C[C@]12C,-26.374062308343127
CC(C)O[C@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-14.349144965410233
C=C(C)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]21,-20.01320767401876
OCCCCCCCCCCCC/C=C\C/C=C\CCCCCc1cccc(O)c1,-28.3280955622904
C=C[C@@]1(CO)C(C)=C(C)C(=O)[C@]2(OC(C)=O)C[C@]3(CO)C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC(C)(C)[C@@H]3C[C@@H](O)[C@@]12C,-57.48057648452232
COc1ccccc1NC(=O)CCc1c(C)c2c(OC)cc3c(c2oc1=O)CCC(C)(C)O3,-17.310259228454015
COc1ccc(C[C@H]2COC(=O)[C@@]2(O)CCl)cc1OC,-17.11351242789533
OC[C@@H]1O[C@H](CNCc2ccc(F)cc2)[C@H](N2CCCC2)[C@H]1O,-13.56647509848699
C=CCCCC/C=C/CC#CC#CC#CC/C=C/CCOC(C)=O,-23.50335341682876
CN(C)c1ccc(/C=C2\Oc3c(ccc4c3[C@@H](c3ccncc3)CC(=O)O4)C2=O)cc1,-16.992511988268234
Oc1cccc(OC2CCCC2)c1,-18.662834361195564
C/C=C(/C)C(=O)OC[C@]12[C@H](O)C[C@@H]3[C@@](C)(CCC[C@@]3(C)OC(C)=O)[C@@H]1C[C@@H](C)[C@H](C)[C@@H]2OC(C)=O,-35.19270974394567
COc1ccc(-n2c(O)c3c(c2O)[C@H]2C[C@@H]3C(c3ccccc3)=C2C)cc1,-18.158404851797968
CC(C)[C@@H](C)CCCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-23.03266318130773
Cn1cc(/C=C2\Oc3cc(OC(=O)c4ccco4)ccc3C2=O)c2ccccc21,-14.711038129928056
COc1cc(C(=O)NCCC(C)=O)cc(OC)c1OC,-21.299068555235863
CC(C)=CCC[C@@](C)(CO)[C@@H]1CC[C@]2(C)[C@H]1[C@H](O)C[C@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)C[C@]12C,-28.02539139415603
CC(C)CCNC(=O)N1C[C@H]2C[C@@H](O)CN2C2(C1)CN(C(=O)c1ccc(F)cc1)C2,-23.468510349746794
C=C1C[C@]23C[C@H]1[C@H](O)C[C@H]2[C@@]1(C=O)CC[C@@H](O)C(C)(C)[C@H]1[C@@H]3O,-27.976662611588836
COc1cc(OC)c2c(C)c(CCC(=O)O)c(=O)oc2c1OC,-17.825073327170685
COc1ccc(-c2cc(=O)c3c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)c(OC)cc3o2)cc1O,-16.512758621567627
COC(=O)c1c2c(c(OC)c3ccccc13)O[C@H](C(C)(C)O)[C@H]2O,-19.24669305724092
CC1=C[C@@H]2/C=C(/C)CC[C@@H](O)[C@@H](O)/C=C/C(=O)O[C@]23C(=O)N[C@H](CC(C)C)[C@@H]3[C@@H]1C,-23.097047982679214
C=C[C@@](C)(O)CC[C@@]1(C)O[C@@]23C[C@]2(CC[C@H]1C)[C@](C)(O)CC[C@@H]3O,-33.50391080137342
COc1ccc(C[C@H]2COC[C@@H]2Cc2ccc3c(c2)OCO3)cc1OC,-12.174155689237525
Cc1cc2oc(=O)c3ccccc3c2cc1O,-16.643021434545517
COc1c(O[C@@H]2O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)oc2ccccc2c1=O,-21.32804389554076
C[C@@]12CCC[C@H]1C[C@H]1O[C@@H]1[C@H]1O[C@]1(C)[C@@H]2CO,-27.816395316272978
COc1cc2oc(=O)ccc2cc1[C@H](O)[C@@H](OC(C)=O)[C@@](C)(O)CO,-19.921066012233496
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3O)[C@H](O[C@H]3O[C@@H](C)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,-27.852656631846912
OCCC[C@H](O)[C@@H]1O[C@H]2O[C@@H]([C@@H](O)CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O1,-26.67700082043848
