Molecule,Log-Likelihood
COc1ccc([C@H]2c3[nH]c4ccccc4c3CCN2C(=O)Nc2cccc(OC)c2)cc1,-19.173556679723333
COc1ccc2c(C)nc3ccccc3c2c1,-17.78518744500616
COC(=O)C[C@@H](c1ccc(O)c(OC)c1OC)c1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,-16.01854580494546
COc1ccc2c(OC)c3c(nc2c1OC)COC(C)(C)O3,-21.094363162523223
COCc1cccc(-c2cc(O)c3ccc(-c4ccccc4)cc3c2)c1,-24.702932464366313
Oc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1CN1CC[C@H](c2nc3cccnc3[nH]2)C1,-31.731798695633188
CC(C)=CC/C=C(/C)CCC=C(C)C,-15.386506709241075
Cn1ccnc1CN1CCC2(CC1)CC(=O)N(Cc1ccncc1)c1ccnn12,-17.605197972006863
CCCCCCCC(=O)C(=O)O,-14.680411241773982
CN1C(=O)c2ccccc2O[C@H]2CN(Cc3cncn3C)C[C@H]21,-17.927011084379046
CO[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O[C@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@H]3O)O[C@@H]2C)[C@@H]1O,-26.702310084407145
CN[C@@H]1c2cc(C(=O)OC)cc(c2O)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)N2CC[C@@H]1C2,-42.685387433943106
CN(C)Cc1cc(C[C@@H]2C[C@H](NC(=O)OCCCOCCOCCOCCOCCO)C2(C)C)no1,-29.432055171811953
COC(=O)C[C@@H]1C(C)(C)[C@H](OC(C)=O)[C@]2(O)C=C3[C@@H]4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O,-19.67909871578013
CC(=O)C=C(CC(C)(C)O)C(=O)O,-25.116361100110225
CC(C)=CCC[C@@]1(C)CC=c2c(c(CC=C(C)C)c(=O)c3c(O)c4c(=O)c(O)ccc4oc23)O1,-22.272078840273025
CC1(C)C=C2C3=CC[C@]4(C)[C@]5(CC[C@@]4(C)C(=O)[C@@]3(C)CC[C@@]2(C)CC1)Cc1cc(O)ccc1-c1cc(CCCC(=O)O)cc(O)c15,-44.744300237751304
O=C(Nc1ccccc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2NCc1ccccn1,-17.31077496387661
