Molecule,Log-Likelihood
COC(=O)COc1cccc([C@@H]2CC(=O)Oc3ccc4c(=O)c(-c5ccc(F)cc5)coc4c32)c1,-17.876176561345346
COc1cc(C)c(C(=O)OCc2cc(C)c(C(=O)O)c(O)c2)c(C(C)C)c1C,-28.07803164992947
CCN1CCN(Cc2c(O)ccc3c(=O)c(-c4ccc(Cl)cc4)c(C(F)(F)F)oc23)CC1,-13.085239257634385
CCCCCc1cc2cc(OC(=O)C3CCCC3)cc3c4ccc(O)c5c4CCc1c5c23,-26.86768419463624
COc1ccc(-c2oc3c(C)cc4oc(=O)c5c(c4c3c2CC(=O)NC2CCCCC2)CCC5)cc1,-24.17632159299683
C=C(C)Cc1c(-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)oc2cc(O)cc(O)c2c1=O,-25.165534809359087
CC(C)(O)[C@@H]1CC[C@](C)([C@H]2CC[C@]3(C)[C@H]2CC[C@H]2[C@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@@H](O)[C@H]5O)C(C)(C)[C@H]4CC[C@]23C)O1,-26.554384388531616
COc1cc2c3c(O)c(c(C)cc3c1)C(=O)CCSSC[C@]1(CC[C@H](CCCO)N=C(N)N1)C[C@@H]2O,-27.775832297978923
C/C(=C/C=C\[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CO,-23.236244583502412
C=C(C)COc1ccc2nc(NC)cc(Nc3ccc(C)cc3)c2c1,-29.189021355006844
C/C(=C\[C@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)[C@H](C)C(C)C,-17.11679133058351
CC[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3CC=C4C[C@@H](OC(=O)C[C@H](C)Cl)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,-21.45095157895321
C[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)[C@@H]1O,-27.844143717200495
COC(=O)C[C@@H](c1cccnc1)c1c(O)ccc2c1O/C(=C/c1cn(C)c3ccccc13)C2=O,-16.31814669395135
