Molecule,Log-Likelihood
CC(=O)c1ccc(-n2c(O)c3n(c2=O)CC[C@H](NC(=O)c2ccncc2)C3)cc1,-15.587833218345622
COCc1cnccn1,-12.103356243023882
CCc1cn(CN(CCC(C)(C)C)Cc2ccc(OC)cc2)nc1C,-32.31225280853323
COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O[C@H]1O[C@H](OC)[C@@H](O)[C@H](O)[C@@H]1O,-30.46409975325514
N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O[C@H]3[C@@H](O)[C@@H](CO)O[C@@H](OCC(=O)O)[C@H](O[C@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H]3O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H]1O,-48.47320208218298
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](OC(C)=O)C[C@@]21C,-13.353678577495884
COc1cc2oc(-c3ccc(O[C@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)c(O)c3)cc(=O)c2c(O)c1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-19.3273863570721
C[C@@H](O)[C@@H](O)Cl,-25.420526188354415
COc1c(O)cc2c(c1OC)-c1c3c(cc4c1[C@H](C2)N(C)CC4)OCO3,-16.988169012947765
C[C@H](O)[C@@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@H]2CC[C@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3CC[C@]21C,-18.07179597106733
CCOC(=O)c1c(-c2ccc(OCC=C(C)C)cc2)oc2ccc(O)cc12,-24.149515860077372
COC(=O)C[C@@H](c1ccc(OCCc2ccc3c(c2)CCO3)cc1)c1c(O)c(C(C)=O)cc([C@H]2OCc3cnc(C)c(O)c32)c1O,-15.62636797250525
