Molecule,Log-Likelihood
CCCCCCCC[C@@H]1CC[C@@H]2[C@@H]3C[C@@H](O)[C@@]4(O)CCC[C@H](O)[C@@H]4[C@@H]3CC[C@]12C,-26.11987893163314
CC1=CC[C@H](O)[C@@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12,-14.441431306331651
CC(C)N1C[C@@H]2Oc3cc(-c4ccc(F)cc4)ccc3C(=O)N(C)[C@@H]2C1,-17.431807918459526
C=C[C@@]1(C)CCC2=C([C@H]1O)[C@@H](O)C[C@H]1C(C)(C)CCC[C@]21C,-17.810275929488853
CN1[C@@H]2C[C@@H](OC(=O)c3ccccc3)[C@H](Cc3ccccc3)[C@H]1C[C@H]1[C@H]2CO[C@@]2(C)O[C@]3(C[C@@H]12)O[C@H](CO)C[C@@H]3OC(=O)c1ccccc1,-41.165131834135536
COC(=O)c1ccn2c1C(=O)CCC[C@@H]2OC(C)=O,-28.477052305104735
Cn1cc(C(=O)Nc2ccccn2)c(=O)c2ccccc21,-19.68013898182835
CC1=CC(=O)CC(C)(C)[C@@]12CC[C@](C)(O)[C@H](Cl)C2,-15.085236823069865
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,-14.042139437522565
CC(C)CCC[C@H](C)[C@H]1C[C@H](O)[C@H]2[C@@H]3C[C@@H](O)C4=CC=CC(=O)[C@]4(C)[C@H]3CC[C@@]21C,-22.723383464421204
C/C(=C\CC/C(=C\C[C@@]1(O)C(=O)c2c(O)cc(CO)c(C=O)c2[C@H]1O)CO)CO,-26.238729752200015
CN[C@@H]1[C@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@@H](O[C@@H]4[C@@H](O)[C@H](O)[C@H](NC(=O)O)[C@@H]4O[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]4O)O[C@@H]3CO)[C@H](O)[C@H]2OC)O[C@H](CO)[C@H](O)[C@@H]1O,-58.67488215315825
COc1cc(OC)c(C(=O)Cc2ccc(O)c(O)c2)cc1OC,-21.70324468339095
CCCCCCCCCCCCCCCCCO[C@@H]1O[C@@H](C)[C@H](O[C@H]2O[C@@H](C)[C@H](OC(C)=O)[C@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](OC(C)=O)[C@@H]3OC(C)=O)[C@@H]2OC(C)=O)[C@@H](O)[C@H]1O,-28.662766479101265
COc1c(C(C)=O)ccc2c1CC[C@@H]1C(C)(C)CCC[C@]21C,-21.664714837577776
COc1cc([C@@H]2c3cc4c(cc3C(=O)O[C@H]2CO)OCO4)cc(OC)c1OC,-16.787695911069022
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(O)c(C4=C(c5cccc(O)c5)C=CC4=O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4OC)cc3c(O)c2c1,-37.75914020188429
COc1cc(C(=O)O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](O)[C@H]2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)ccc1OC(C)=O,-28.33083659919066
CCC1=C[C@@H](C)[C@@H]1C,-19.75031748288893
CC1(C)C=Cc2c3c(c4c(c2O1)[C@H](O)[C@H](O)[C@H](c1ccc(O)cc1)O4)CCC(C)(C)O3,-21.49743565899917
CC1(C)[C@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)CC[C@]2(C)[C@H]1CC[C@]1(C)[C@H]2CC=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,-24.090519266777846
COc1cccc(-c2nnnn2[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3N)c1,-15.629608108647515
CN(C)c1ncccn1,-17.563302496797405
CCOC(=O)c1oc2cc(OCC(=O)OC(C)C)ccc2c(=O)c1-c1ccc2c(c1)OCCCO2,-17.776239960508974
C/C(=C\CCCCc1ccccc1)[C@@H]1CC[C@@H]2[C@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-34.2975679112933
COc1cc([C@@H](O)[C@H]2CO[C@@H](c3cc(OC)c(O[C@@H](CO)[C@@H](O)c4ccc(O)c(OC)c4)c(OC)c3)[C@@H]2C)ccc1O,-26.723417193592468
