Molecule,Log-Likelihood
COc1cc(O)c(C)c(-c2cc3c(OC)cc(O)cc3o2)c1C,-20.44266130604956
COc1c(C(C)=O)ccc(C(C)=O)c1O,-20.05000845922405
O=C1C=C(C[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c2ccc(O)cc2)CCC1,-28.2144428212232
COc1ccc(NC(=O)CCCN2CCc3c([nH]c4ccccc34)C2)cc1,-18.090438493487454
CCOC(=O)NN=Cc1ccc(C)cc1C,-18.256802085379604
CCCCCCCC(=O)CCCC(C)=O,-16.92696384082592
CC1=CC=C[C@H]1O,-18.590496160075418
COCCCN[C@@H](C)c1ccc(C(C)(C)C)cc1,-24.43419328366872
CC1(C)C=CC(=O)C(/C=C/[C@@](O)(NCC(=O)O)C(=O)O)=C1,-32.67140152090724
CC1=C[C@@H]2O[C@H]3C[C@@H](OC(=O)/C=C/C=C/[C@H](O)[C@@H](C)O)[C@](C)([C@@]2(C)CC1)[C@@]31CO1,-19.73858487335019
COc1cc(OC)c2c(=O)cc(-c3ccc(O[C@H]4O[C@@H](CO[C@H]5OC[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@@H]4O)cc3)oc2c1,-20.908886998808157
C=C[C@](C)(O)CC[C@]1(C)[C@H](C)CC[C@]23C(=C[C@H](OC(=O)CC(C)C)C[C@H]12)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)O[C@@H]3O,-29.19824483049888
COc1ncc(-c2c(C(F)(F)F)noc2-c2ccc3ccccc3n2)cn1,-30.10012804283906
CC=Cc1c(O)c(OC)cc2c(O)cc(O)c(O)c12,-20.722324447788196
CC(C=O)=C1C[C@@]2(C)C(=CC1=O)[C@H](O)CC[C@H]2C,-18.90439791910103
COCc1cc(C[C@@H]2CNCC[C@H]2CC(=O)NC2CC2)no1,-17.910227668267908
CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]13C=C[C@@](C)(C1)C(=O)C[C@H]32,-21.43512989699957
CCCCC/C=C\C/C=C\C=C\[C@H]1O[C@@H]1CCCC(=O)O,-17.837053764198572
COc1cc(Cl)ccc1O,-14.027328767617291
CC(C)=C1C(=O)C[C@@]2(C)[C@@H]3CC[C@](C)(O)[C@@H]2[C@H]13,-23.501170329192973
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,-14.579780211735851
CCc1ccccc1/C=C/C[C@@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)CCC(=O)O1,-21.725817318025292
O=c1c(-c2ccc(O)cc2)coc2c([C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c(O)cc(O)c12,-14.699016992313773
CC1=C(Cl)[C@@H](O)[C@@H](C)O1,-26.186033064306685
COc1ccc(-c2cnc3n2C[C@@H](CNCc2ccccc2OC)OC3)c(OC)c1,-17.760326214796805
CC(=O)N1C(=O)C[C@@H](c2ccccc2)Nc2ccccc21,-19.674332590609993
COc1ccc(NC(=O)CCn2cnc3ccccc3c2=O)c(OC)c1,-15.75101883829484
CC(C)=CC[C@@]12Oc3cc4c(c(O)c3C(=O)[C@@](O)(CC(C)C)O4)C(=O)[C@](Cc3ccccc3)(C1=O)C2(C)C,-32.18639383966001
C[C@@]1(CO)CN(C(=O)c2ccc(Cl)cc2)C[C@H]2CN(C3CCOCC3)CCN21,-14.8658106339426
CC(=O)Oc1ccc2c(c1)CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-13.228352825408365
CN1CCC(N2C[C@@H](n3cc(NC(=O)C4CC4)cn3)C[C@@H]2COCC(=O)N2CCOCC2)CC1,-19.71271841804264
COc1cc(CC(=O)c2c(C)cc3cc(O)cc(O)c3c2O)ccc1O,-21.526191353339527
CC(C)=CCC[C@](C)(O)[C@@H]1CC[C@]2(C)[C@H]1[C@H](O)C[C@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)C[C@@]12C,-14.4999171550553
CCCCCCc1ccc(C(=O)O)c(=O)o1,-15.670218932980788
CCC(=O)CCCCCCCCCC[C@@H](O)CCCCCCCCCCCCC[C@H](O)CCCCCCC(C)C,-33.15803558471089
COc1cc(-c2oc3cc(O[C@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O,-21.289243234899914
Oc1ccc2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@@H]2O,-22.34090966864096
COc1cc([C@@H]2OC[C@]3(OC(C)=O)C(CO)=CO[C@@H](O)[C@@H]23)cc(OC)c1O,-30.74143656740671
Cc1ccc2c(c1)NC(=O)[C@@]21N[C@@H](CC(N)=O)c2c1c(O)n(C1CCCC1)c2O,-19.226782546873437
COc1c2c(c(C(=O)CCO)c3c1C[C@@H](c1ccc4c(c1OC)OCO4)O3)OC(C)(C)C=C2,-31.75595393912772
C=C1CO[C@]2(C)CCC[C@](C)(CO)[C@@H]2C1,-23.217646760764183
CCCCC(=O)c1c(-c2ccc(O)cc2)oc2ccc(OC)c(OC)c2c1=O,-23.44557354344579
CC[C@H](C)CCC(=O)CC(=O)c1ccc2c(C)cc(O)c(C)c2c1,-34.514233398702345
CC(=O)O[C@H]1C[C@@H](C)[C@](O)(CCC2=CC(=O)OC2)[C@@]2([C@@H](O)CC[C@H](C)CCCc3ccccc3)[C@H](O)CC[C@@](C)([C@H]3CC[C@]4(CCC5(CCCC5)C4)C3)[C@H]12,-20.598675007338898
CC(C)CN1C[C@H](O)C[C@@H]1c1nc(-c2ccccn2)no1,-18.50789476367572
CC(=O)O[C@@H]1[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@H]5C[C@H]6O[C@@]7(OC[C@@H](C)[C@H](O)[C@@H]7O)[C@@H](C)[C@H]6[C@@]5(C)CC[C@@H]43)C2)O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O,-34.45936178849115
CC(C)c1onc(-c2ccc(F)cc2)c1C(=O)N1CCCCC1,-18.501613487649593
CC1(C)CCC[C@]2(C)[C@@H]3COC(=O)C3=CC[C@@H]12,-14.080491125772824
CO[C@@H]1/C=C(\C=O)CC/C=C(/CO)C1,-21.319698834762676
COc1ccc(C[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)Cc2ccc3c(c2)OCO3)c(OC)c1,-27.15680238792629
Oc1cc(N2CCCC2)c2n1C[C@@H](O)C2,-22.473447570591816
O=C(OC[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1O)c1ccc(O)cc1,-18.6786514119849
CC(=O)O[C@@H]1C[C@H]2[C@@]3(C)CCCC(C)(C)[C@H]3CC[C@@]2(C)[C@H]2C[C@@H](O)C([C@H](C)O)=C[C@]12C,-21.767814929133237
COc1cc([C@@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc(O)c1OC,-18.01765417384013
O[C@@H]1[C@H](NCc2ccccc2F)CO[C@@H]1CNC(=S)Nc1ccccc1,-21.378063779393415
CC1=CC[C@H]([C@@H](C)[C@@H]2CC[C@@]3(C)C4=C(C=C5C=CC(=O)[C@@]54C)[C@@H](O)C[C@]23C)OC1=O,-24.74844350585772
CCN1c2ccccc2C(=O)NC12CCN(Cc1ccccc1OC)CC2,-16.53358006331473
COc1cc(C(=O)OCc2[nH]nc(-c3ccccc3)c2NC(=O)CN2CCOCC2)cc(OC)c1OC,-34.156907043103274
COc1c2c(cc3c1[C@@H](c1nnnn1-c1ccccn1)N(C)CC3)OCO2,-14.819805613275092
C/C=C(\CCN)C(=O)O[C@@H]1Cc2c(cc3oc([C@H](O)c4cccc(O)c4)cc(=O)c3c2O)O[C@@]1(C)C[C@H](CCc1ccccc1)Cc1ccc(N)nc1,-29.749990813825207
CC1=Cc2[nH]c(=O)c(C#N)cc2[C@@H](C(C)C)CC1,-26.22751684616742
C[C@@H]1CC=C2C(C)(C)CCC[C@@]2(C)[C@H]1COc1c(O)cc2ccc(=O)oc2c1O,-32.026246440098475
Cn1c(C[C@H]2CN(C(=O)NCc3ccccc3)CC[C@@H]2CC(=O)O)nc2ccccc21,-15.875683835762176
CC(C)=CCc1c(Cc2ccccc2N)[nH]c2c(O)cccc12,-24.502774846423563
Cc1cc(C)n(-c2nc3c(c(=O)n(C)c(=O)n3C)n2C)n1,-14.792424862651387
CC(=O)OC[C@@H]1O[C@H](OC(C)(C)CCc2cc([C@H]3[C@@H](O)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)O[C@H]3COC(C)=O)ccc2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-50.75986850764275
CO[C@H]1O[C@@H]([C@H](C)[C@@H]2CC[C@@]3(C)[C@H]4CC[C@@H]5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]23C)CC[C@H]1C(C)C,-24.502854332282368
O=c1cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c2)oc2c(C(CO)CO)ccc(O)c12,-25.38459360870183
Cc1c(C(=O)c2ccccc2)oc2cc(Nc3cccc4ccccc34)ccc12,-17.393969625787577
COc1ccc2c3c(n(C[C@H](O)COC4CCCCC4)c(=O)c2c1OC)-c1ccccc1C3=O,-19.68763331346599
COc1cc([C@H]2O[C@@H](c3cc(OC)c(O)c(OC)c3)[C@@H](CO[C@H]3O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]3O)[C@H]2CO)ccc1O,-23.47633935378326
COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]4O)cc3)oc2c1,-23.70831673999419
CNCc1cccc([C@H](CCc2cccc(NC[C@H](C)O)c2)[C@H](C)O)c1,-24.460047416556336
C=C[C@@H]1[C@@H]2C[C@H]3c4[nH]c5ccc(C)cc5c4CCN3C[C@@H]2C[C@@H](O)[C@@H]1OC,-29.350609421544505
Cc1cc(OCC(=O)N2CCCC3=C[C@@H]4C[C@@H](CN5CCCC[C@H]45)[C@@H]32)c2c3c(c(=O)oc2c1)CCC3,-15.920567705923531
C=C[C@@](C)(CC[C@@H]1C(=C)CC[C@@H]2[C@@]1(C)CC[C@H](O)[C@]2(C)CO)O[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-26.517868592856757
C=C(C)[C@]1(O)C=C(Br)CC1,-21.81269833118131
CC(=O)O[C@@H]1[C@H](OC(C)=O)/C(C)=C\[C@H]2OC(=O)[C@]3(C)O[C@@]23[C@H](OC(C)=O)[C@@H]2C(C)=CC[C@H](OC(C)=O)[C@]2(C)[C@@H]1OC(C)=O,-22.93825033063149
CC(C)=CCC/C(C)=C/C[C@@]12C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)OC1=CC2=O,-22.01164191888529
CC(C)=CC/C=C(\CO)[C@H]1CC[C@]2(C)C[C@H](O)C(C)=CC[C@@H]12,-23.45706026757034
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@@]43CO)[C@]1(O)CC[C@H]2C1=CC(=O)OC1,-17.880571546767897
CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@]2(O)CC[C@@H]3[C@H]4[C@H]5O[C@H]5[C@@]5(O)C=CCC(=O)[C@]5(C)[C@@H]4CC[C@@]32C)C1,-15.286852192530205
C=C1C(=O)O[C@@H]2C[C@H](C)C3=CCC(=O)[C@@]3(C)[C@@H](OC(=O)CC(C)(C)OC(C)=O)[C@H]12,-21.072759910497552
CCCCCC/C=C\C=C\CCCCCCC[C@H](O)/C=C/CCCC(=O)O,-24.43709194322946
COc1cccc(-n2cc3c(c2-c2ccccc2)c(=O)c2ccccc2n3C)c1,-20.575743521836557
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCC,-21.039350909511995
CCCNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@@H]21,-15.130903728255362
COc1ccc(C(=O)Nc2ccc([C@@H](O)[C@@H]3COCC(=O)N3CC3CC3)cc2)cc1F,-19.566364415717544
COCC(=O)NC[C@@H]1O[C@H](CC(=O)NCc2cccnc2)[C@H](O)[C@H]1O,-16.45877457903225
C[C@H]1[C@@H]2C[C@@H](CC2=C2CCCCC2)C1(C)C,-18.663732171131414
COC(=O)CCCCCCCC(C)=O,-14.938449640601904
COc1cc2c(cc1OC)CC(=O)N(CCC(=O)NC(C)C)C=C2,-14.008520029934516
CC1=CC=C2C(C)(C)CCC[C@]2(C)[C@@H]1CC(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-24.303110356717298
C=C1CC[C@H](O)[C@@]2(C)CC[C@@H]3[C@H]4[C@](C)(CC[C@@]4(C)C(=O)O)C[C@@]132,-20.516982762592303
CC[C@H]1CC[C@H]2[C@H](CCCO)[C@H]([C@H](CC(=O)CCc3ccc(O)c(OC)c3)OC(C)=O)CC[C@@H]2[C@]1(C)Cc1ccccc1,-31.015742709198097
CC[C@H](CC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,-16.82988149945959
C[C@]1(OC[C@@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)C=CC(=O)C1,-23.936330815678957
CO[C@@H]1C[C@@H](C)[C@](O)(CC[C@@H](C)[C@@H]2CC[C@@H]3[C@H]4CC=C5C[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]7O)[C@H](O)[C@@H]6O[C@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]6O)CC[C@]5(C)[C@@H]4CC[C@@]32C)[C@H]1O,-31.16953487450337
COCC(=O)N1CC[C@H]2CC(=O)N(CCNc3ncccn3)CC[C@@H]2C1,-19.73717260916601
CC(=NNC(N)=S)C(=O)NCCOC(=O)Nc1ccccc1,-27.20648069415256
CN1[C@H]2CCC[C@@]1(O)C[C@@H](c1ccccc1)C[C@H]2O,-26.968495268223705
CC(C)c1ccc(NC(=O)O[C@H]2CO[C@H]3[C@H]2OC[C@H]3n2nnnc2-c2ccc(N(C)C)cc2)cc1,-21.25558806344088
c1ccc2[nH]c([C@@H]3CCN(C4CCCCC4)C3)nc2c1,-14.707666344216705
CCCCCC[C@H](C)CCCCCCCC[C@H](O)CC(=O)O,-17.444586991776305
O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc(O)c12,-15.917662557490983
CC(=O)O[C@H]1CC[C@H](C)NCCO[C@@H]1O,-27.083661160584597
Cc1cc(C)c(C(C)C)cc1N,-18.383979595440906
COc1ccc(C(=O)O[C@H]2C[C@](C)(O)[C@H]3CCC(C)=C3C[C@H]2C(C)C)cc1,-21.21323575362112
CO[C@H]1C=C2[C@@H]3[C@@H](C)[C@H](C)CC[C@]3(C)CC[C@@]2(C)[C@]2(C)CC[C@@H]3C(C)(C)[C@@H](O)CC[C@]3(C)[C@@H]12,-16.1243128212609
C=C1[C@@H](OC(=O)c2ccccc2)CC[C@@]2(C)CC[C@@](O)(C(C)C)[C@H]2[C@@H](O)[C@H]1CC(=O)NCCN(C)C[C@H](O)[C@H](O)[C@H](O)CO,-41.516782295238954
CCCCCCCC/C=C\CCCCCC(=O)N(O)CCCC[C@@H](C)NC(=O)CCCCCCCCCCCCCCCCCCCC,-29.74286788276004
CSc1c(O)c(C)c2oc(-c3ccccc3)c(Cc3ccccc3)c(=O)c2c1O,-23.931009766831263
CC(=O)c1ccc2c(c1O)C[C@@H](c1ccc(Br)cc1)CO2,-22.642588862574485
C=C(C(C)C)[C@@H](O)[C@H](O)[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3[C@@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@H]3O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-22.720407490300204
CC=C(c1ccc(O)c(OC)c1)c1ccc(O)c(OC)c1,-19.94605616604531
CC(=O)C[C@@H]1Cc2c(O)cc(O)cc2O1,-19.515665951657866
C[C@H](CC[C@H](O)[C@@](C)(O)CO)[C@H]1CC[C@@H]2[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,-32.711774810139104
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(C)O,-16.332354889877024
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,-16.415384253044977
Cn1c(=O)[nH]c(=O)c2c(CO)c[nH]c21,-22.73319879439805
O=c1cc(CO)oc([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,-22.070655376915965
CNCC[C@H](C)CCc1ccc2c(c1O)C(=O)O[C@H](C[C@@H](CCc1ccc(O)c(OC)c1)O[C@H]1OC[C@@H](O)[C@H](O)[C@@H]1O)C2,-28.405756327145355
COc1ccc(-c2cc(=O)c3ccc(OC)c(OC)c3o2)cc1O,-23.749583437805995
CCOc1ccc(-c2c/c(=N\N=N/c3cc(C)n(C)c(=O)c3)c3ccccc3o2)cc1,-35.67735903486391
C[C@H](O)[C@@H]1[C@H](O)C[C@@]2(C)[C@H]3CC[C@@H]4[C@](C)(CO[C@@H]5O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]5O)[C@H](O)CC[C@@]45C[C@@]35CC[C@]12C,-31.202360027431496
C=C1C(=O)O[C@H]2[C@@H]1CC[C@@](C)(O)[C@@]13O[C@H]1[C@H](O)[C@@](C)(O)[C@H]23,-17.268637266879523
CCN1CCN(CCCNC(=O)c2ccco2)CC1,-17.050972240827832
C=C1C[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)/C=C(/C)CC[C@@H](N)[C@@H](C)CC[C@H]1C(C)(C)O,-40.6333423130236
COc1cc(/C=C/CO)cc2c1O[C@H](CO)[C@@H](O)[C@H]2O,-19.577410298210452
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](Oc2ccc(CCN(C)C)cc2)O[C@H]1CO,-24.222695540069253
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C/CC/C(C)=C\CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\C(=O)O,-31.98758555191307
C[C@H]1O[C@@H](OC[C@H]2O[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,-18.84630002036465
COc1cc(C)c2c(c1)OC[C@@H](O)CC2,-22.27435223901557
COc1ccccc1CNC(=O)C[C@H]1c2nc(NC(=O)c3cccs3)sc2C[C@H]2[C@](C)(CO)[C@H](O)CC[C@]21C,-16.707883776867675
CCOC(=O)c1ccc(COc2ccc3c(c2)O/C(=C/c2cccs2)C3=O)cc1,-21.702277131662413
CCCCCCC[C@H](O)C/C=C/CCNC(=O)NC/C(=C\Cl)CO,-28.34947275293962
C/C(=C\CC[C@@]1(C)O[C@@H]1[C@@H](O)C/C(C)=C/CO)CCc1ccoc1,-24.13308101047369
CCCCCC[C@@]12CC[C@]3(C)[C@@H]4[C@H](O)C[C@]5(O)O[C@H](Cc6ccccc6)[C@@]4(CC[C@@H]3[C@@]1(C)CC[C@]1(C)CC[C@@](C)(C(=O)O)C[C@@H]12)[C@@H]5C,-20.875243319003857
COC(=O)[C@]12CCC(C)(C)CC1=C1CC[C@H]3[C@@]4(C)CCC(=O)[C@@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@@H]2O,-24.1123279252879
CCNc1cc(O[C@@H]2O[C@@]3(CCc4ccc(O)c(OC)c4-c4c(cc(OC)c(O)c4OC)[C@H](C)CCSSC3)[C@@H](O)[C@H](O)[C@@H]2O)c(OC)cc1C(=O)O,-31.642788977160308
COc1ccc(-c2coc3cc(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)c(OC)cc3c2=O)cc1OC,-18.276159117987845
CC[C@]1(C)Cc2ccccc2C(=O)N1CCC(=O)NCCc1ccc(F)cc1,-26.316830631512858
CCOC(=O)c1c(-c2ccccc2)oc2c3c(cc(OC/C=C/c4ccccc4)c12)OC(C)(C)C=C3,-22.79540165619437
C=CC(=C)CC[C@@H]1[C@]2(C)CCC[C@@](C)(CO)[C@@H]2CC[C@@]1(C)O,-16.31906578838607
C=CCn1c(Sc2c(C#N)n(C)c(=O)c3ccccc23)nc2c1c(=O)[nH]c(=O)n2C,-29.286425773600055
COc1cc2c(c(OC)c1OC)CCN[C@H]2C,-16.35471210437754
COc1ccc(CCN(C)C(=O)c2ccccc2C=O)c(Br)c1,-28.348512419932376
COc1ccc(-c2cc(O)cc(O)c2)cc1,-15.837392764391552
CCCc1ccc(Oc2cc(O)cc(O)c2C(=O)O)cc1,-19.43820482361116
Cn1ccnc1CN[C@H]1[C@H](O)[C@@H](n2cc(Cl)cn2)[C@H]2OC[C@@H]1O2,-15.761719258054654
COC(=O)C1=CO[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]2[C@@H](C)[C@@H](OC(=O)/C=C/c3ccc(OC)c(OC)c3)[C@H](O)[C@@H]12,-20.56616689902148
C=C(C)/C=C1\CC[C@H]2[C@@H](CC[C@@]3(C)[C@@H]2CC[C@H]3[C@H](C)CCCC(C)(C)O)C1,-31.038466241563583
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc2n(c1=O)CC2,-21.071654211693385
COC(=O)CCCN(C)C(=O)/C=C/c1ccccc1,-17.08267883863482
COC(=O)C1=CO[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]2[C@@H]1C=C[C@H]2CO,-18.096118182485952
