Molecule,Log-Likelihood
COc1cc(O)ccc1-c1coc2c3c(cc(O)c2c1=O)OC(C)(C)[IH]3,-30.970531739629223
C/C1=C\C=C(/C(C)C)CC/C(C(=O)O)=C\CC/C(C)=C/CC1,-16.995544893754413
CC(=O)O[C@@H]1[C@H](OC[C@@]2(C)[C@@H]3CC=C4[C@@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]5O)CCC[C@@]4(C)[C@]32CO)O[C@H](CO)[C@H](O)[C@@H]1O,-40.98623315875011
COCCNC(=O)CCCc1occ(C)c1Cc1ccc(OC)cc1,-31.935823086150776
C[C@@H]1CC[C@H](c2ccoc2)N2[C@H]1CC[C@]1(CS[C@@]3(CC[C@H]4[C@@H](C)CC[C@@H](c5ccoc5)N4C3)C1)[C@H]2O,-20.087203628281713
COc1cccc2c(O)c3c(O)c4c(OC)cccc4c(O)c3c(O)c12,-17.885068241899717
COC(=O)CCc1c[nH]c2ccc(Cl)cc12,-16.321397337480448
CC(=O)Oc1ccc2cc(-c3ccccc3Cl)c(=O)oc2c1,-16.572295490957913
C=C(C[C@H](O)[C@H](C)[C@@H]1CC[C@@H]2C3=C(CC[C@]21C)[C@@]1(C)CC[C@H](O)C[C@H]1CC3)C(C)C,-26.68829031554924
CS/C=C\C(=O)N1C[C@@]2(C)CN(C(=O)CCC#N)C[C@@](C)(C1)C2=O,-33.11393054214568
CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,-17.605432127747918
O=C(/C=C/c1ccccc1)CC1(c2ccccc2)CCOCC1,-18.63028917038173
O=C(Cl)CCCCOO,-21.2808380741626
C=CC(=C)CC[C@@H]1C(=C)C[C@@H](O)[C@H]2C(C)(C)CCC[C@]12C,-19.02762214542599
CCCCCCC/C=C/C=C/CCCCCCCCCCC(=O)O,-18.160407947492786
C[C@@H]1CCc2c(O)ccc(O)c21,-16.389167618515785
