Molecule,Log-Likelihood
CC1=C[C@H](O)[C@]2(O)C(C)(C)CCC[C@]2(C)[C@@]12CC[C@@](C)(CC(=O)O)O2,-19.023470560909573
C[C@@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@H]3CC[C@](O)(C#CCC(=O)O)[C@]3(C)CC[C@@H]12,-21.501839030401243
CCN1C[C@]2(CO)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](OC(C)=O)[C@@H]5[C@](OC)(C[C@@H]6OC)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,-14.52153244753572
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](CO)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,-16.43044271160761
CN(C)CCCN[C@@H]1COc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c([C@H]3Oc4c(O)cccc4[C@H]4[C@@H](c5c[nH]c6ccccc56)C[C@@]34C3=C[C@@H](O)[C@H](O)[C@@H]([C@H](O)CO)O3)cc21,-72.58410092757549
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@H](O)[C@@H](O[C@H]3O[C@@H](CO)[C@](C)(O)[C@@H](NC)[C@@H]3O)[C@H](N)C[C@H]2N)O1,-24.055960930769288
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@@]4(C)[C@@H]3C[C@@H](O)[C@]12C,-18.841669763904065
CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCC,-14.828889020485803
CCCCCCCC/C=C\CCCCCCCCCCCCCCC[C@]1(O)CC[C@@H](CCCCCC(=O)OC)OO1,-29.558101968537812
CCOC(=O)c1c(C)c(Cl)c2ccc(OCC(=O)c3ccccc3)c(C)c2c1C,-26.07779180261423
COc1ccccc1CNC(=O)CCN1C(=O)c2ccccc2N2C(=O)c3ccccc3[C@H]12,-14.959407839223786
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCC/C=C\CCCCCCCC,-18.009561283048242
CCCCC/C=C1/C[C@@H](c2cc(CO)cc(NC[C@H](C)O)c2)C#C[C@H]2CC(=O)Oc3cc(O)c(cc32)C[C@H]([C@@](C)(O)C2CCC(=O)CC2)OC1=O,-21.987526527296723
CC(=O)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4C[C@@H](O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@@H]1C,-20.661352582834752
C=C(/C=C\C=C(/COCCO)[C@@H]1CC[C@]2([C@@H]1O)[C@@H](CCCO)/C(=C(\C)C=O)CC[C@]2(O)CCNC)[C@@H]1C/C=C(\C)CN[C@](C)(CCOC)Cc2cccc(c2)C1,-18.94542060579988
C=C1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C(=O)O)CC[C@@]2(C)CC[C@H]1C,-24.18599729239304
CC1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]2C(CO)=CC[C@H]12,-16.159763942137943
COc1cc(C)c(=O)c2c(O)c3cc(CO)ccc3c(O)c2c1,-25.63789875805378
O=c1c(Oc2ccccc2Br)coc2cc(OCc3ccc(Cl)c(Cl)c3)cc(O)c12,-18.580834844463425
C=N,-17.54599666595459
CCCCC[C@H](O)CC(=O)CCCCCC(=O)C[C@@H](O)CCCCCCCCC[C@H](O)CC(=O)CCCCC[C@H](O)CC(=O)CCCCC[C@@H](O)C[C@H](O)CC(=O)NCCCC(=O)O,-42.06681151688099
CC(=O)OC[C@]1(C)[C@@H]2C[C@]3(C(=O)O2)[C@H]2C(C)=C[C@@H](O)C[C@]2(C)[C@H](O)[C@@H](O)[C@@H]13,-31.838371823367197
C=C1[C@@H]2CC[C@]3(O)[C@](C(=O)O)(CCC[C@@]3(C)[C@H]1C)C2,-22.91677108407021
CCC(=O)c1ccc(CNC(=O)c2ccc(F)cc2)cc1,-22.33364357496612
COc1ccc(C(=O)O[C@@H]2[C@H]3C=CO[C@@H](O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)[C@@H]3[C@@]3(CO)O[C@@H]23)cc1OC,-18.813443971790548
C=CC(C)(C)c1[nH]c(=O)c(CC=C(C)C)c(O)c1C=O,-18.157470089616258
C[C@@H]1C[C@H]2OC(=O)[C@]3(C)[C@@H]2[C@](C)(CC[C@@H]3O)[C@]1(O)CCc1ccoc1,-17.70339964539744
C/C=C(/C)C/C=C/C(C)(C)OO,-21.74359895288944
C/C=C(/C)C(=O)OC[C@H](O)c1coc(-c2cc(O)c(O)c(O)c2)c1C,-25.331332199493772
CCCCCCC/C=C1\C(=O)O[C@](C)(OC)[C@@H]1O,-15.260048047173768
COc1ccc([C@H]2C[C@H]3C[C@H](COC(=O)c4ccccc4)CCN3C2)cc1,-17.690719723701477
CC(=O)OCC1=CC[C@@H]2C(C(=O)O)=CO[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]12,-16.512657471816055
COc1ccc2[nH]c3c(c2c1)CCC[C@@H]3NC(=O)c1cc2c(OC)cccc2n1C,-14.763451730120778
CCN(CC)Cc1cc(=O)oc2cc(C)c(N)cc12,-20.862398925749403
CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@]4(O)[C@@H]3C[C@@H](OC(=O)c3cccnc3)[C@@]3(C)[C@]4(O)CC[C@@]3(O)[C@H](C)OC(=O)c3cccnc3)C2)O[C@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@H](O[C@H]2C[C@@H](OC)[C@H](O[C@H]3C[C@@H](OC)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,-17.502245133027373
CC(C)(C)OC(=O)COc1ccc2c(c1)O/C(=C\c1ccncc1)C2=O,-14.017293542885454
Cc1ccc(NC(=O)O[C@H]2CO[C@@H]3[C@@H]2OC[C@@H]3NCc2ccccc2)cc1,-15.36727772373706
Cc1oc2c(C)c3oc(=O)c(CC(=O)NC[C@H](O)CO)c(C)c3cc2c1C,-14.156889585392491
CC(C)(O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)[C@]1(O)CC=C(C=O)CC1,-23.241915583610535
COc1ccc([C@H](CN2C(=O)c3ccccc3Sc3ccccc32)N2CCC(C(=O)O)CC2)cc1,-35.903265342116356
O[C@@H](c1ccccc1)[C@@H](O)c1ccccc1,-14.14798117056489
O=CNc1ccc(Cl)cc1Cl,-16.844017286173766
C=C[C@@]1(C)C[C@@H](OC(=O)/C(C)=C/C)[C@H](C(=C)C(=O)OC)[C@H](O)[C@@H]1C(=C)CO,-18.930078385572415
C[C@H](O)c1onc(-c2ccc(Cl)cc2)c1C(=O)NCc1ccco1,-15.031301367661628
C=C1C[C@H]2C(=CC[C@H]3C(C)(C)[C@H](O)CC[C@]23C)[C@]2(C)CC[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@H]12,-17.222948471000564
O=CC(=O)CCc1c[nH]c2ccccc12,-21.598266839515414
CC(C)OC(=O)c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-17.792330592870712
COc1cc(-c2coc3cc(O)cc(O)c3c2=O)c(C=O)c(OC)c1O,-18.28414138543303
Nc1cccnc1N,-17.824353352189064
COC(=O)C[C@@H](c1ccc2c(c1)OCCO2)c1oc(CN2CCc3ccccc3C2)cc(=O)c1O,-14.370855891844258
Cc1ccc(CN[C@@H]2C[C@@H](O)[C@@H](CO)[C@H]2Cc2ccnc(C3CC3)n2)cc1,-15.496636250987647
COc1ccc(OC)c(NC(=O)CCc2c(C(C)C)[nH]c3ccccc23)c1,-19.555444717640057
CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCc1ccc(O)cc1,-18.58734031394124
C=C1CC[C@@H](Cc2ccccc2)[C@H]2C=C(C)CC[C@@H]12,-20.709562031857786
CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC=C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,-14.068688007630044
OCCCCCCCCCCCCCCCCCl,-16.350401777075604
C[C@@H]1[C@H](O)[C@@H]2[C@H]1[C@@]1(C)CCCC(C)(C)[C@@]1(O)[C@H]2OC(=O)c1ccccc1,-30.883739689394133
COC(=O)c1c(O[C@@H]2OC[C@@H](O)[C@H](O)[C@@H]2O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,-21.971477933224833
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@@H](O)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,-21.397739556992747
CC[C@H]1[C@@H](CCCO)CC[C@@]12CC[C@H](/C(C)=C\C(=O)O)[C@@](O)(CO)[C@@H]2O,-34.563860862050205
