Molecule,Log-Likelihood
COc1ccc(CC(=O)NCC[C@@H](c2ccccc2)[C@H]2CCOC(C)(C)C2)cc1,-17.776809707393113
CC[C@H]1O[C@H](N(C)C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-24.79539838944038
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](Oc3cc(O)c4c(=O)c(-c5ccc(O)cc5)coc4c3)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H]1O,-27.252380457655818
O=C(O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O)c1ccc(O)c(O)c1,-16.6294860197886
Cn1c(=O)c2c(c3ccccc31)O[C@@](C)(CO)C=C2,-13.688629537879024
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC(=O)O[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,-21.869321181060513
CCCCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)O,-16.69953773583984
Cc1c(Cl)ccc2c1NC(=O)[C@]21N[C@@H](CCC(=O)N[C@@H](C)c2ccccc2)[C@](C)(O)[C@@H]1O,-33.68114312858961
Cc1cccc(-n2c(O)c3n(c2=O)CCN(C(=O)c2ccc(-n4ccnc4)cc2)C3)c1,-19.343013870937284
CCCCCc1cc(-c2ccc(OC)cc2)c([C@H]2CCC[C@@H](O)C2)o1,-32.2456321354839
COC(=O)c1ccc2c(c1)NC(=O)/C(=C/C=C/c1ccccc1OC)S2,-22.855786492538755
C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](NC(N)=O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,-27.383700948761543
COc1ccc(OC)c2c1C2[C@@H](C(C)C)N1c2cc(C)ccc2C=C[C@@]1(C)Cn1cnc2ccccc2c1=O,-39.43694524390594
COc1ccc(CNCCC2(c3ccccc3OC)CCCCC2)cc1,-19.12359152295539
COc1cc(C(=O)O[C@H]2C=C3CCN(C)[C@@H]3[C@@H]2C)cc(OC)c1OC,-21.16107367847144
Cc1ncc(-c2ccco2)s1,-15.796122077153996
CC(C)C(=O)Oc1ccc2c(c1)OC(=O)C[C@H]2c1cc2cccc3c2n(c1=O)CCC3,-23.57536826598516
C/C(CO)=C1/C=Cc2cc3ccccc3cc2[C@H]2O[C@@]12C,-29.669063624169212
COc1ccc([C@H](CC(=O)NCC2CCOCC2)c2c(O)cc(C)oc2=O)c(OC)c1OC,-17.34761668198189
C=C1[C@@H]([C@]2(C)C=CC(=O)C(C)(C)[C@H]2CC(=O)OC)[C@@H](OC(C)=O)[C@H](OC(=O)CC(C)C)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]132,-26.50012880842405
C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2OC(C)=O,-12.64619853819022
CCc1ccc2c(c1)C(C)(C)[C@]1(/C=C/c3ccc(SC)cc3)NC(=O)CCN21,-24.26625729537045
Cc1ccccc1CCC(C)C,-17.29223934491165
C=C1[C@@H](O)C=CC(C)(C)[C@H]1CCC(C)=O,-22.69959986543108
COC(=O)[C@@]1(C)C(=O)O[C@@H]2C[C@]3(C)C4=C(C)[C@H](OC(C)=O)C[C@H]4[C@@H](C)C[C@@H](O)[C@H]3C[C@@]21O,-40.059999807708664
COc1ccc(/C=C(\C(=O)c2ccc(O)c(OC)c2)c2nc(-c3ccccc3)no2)cc1O,-29.946413347694033
O=C(CCn1ccc2ccccc21)N[C@H](Cc1ccccc1)Cc1ccco1,-21.079268240442616
