Molecule,Log-Likelihood
Oc1ccc(Cl)cc1Cl,-11.87200153133017
O=C(C[C@@H](c1cc2c(cc1O)OCO2)c1coc2ccccc2c1=O)N[C@@H](CO)c1ccccc1,-17.627678542088688
C=C(C)[C@@H]1CC[C@]2(C)C/C=C(\C)CC/C=C(/C)C[C@H](O)/C=C(\C)CC[C@@H]12,-19.88543903733807
C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C\C/C(C)=C/Cc1oc(OC)c(C)c(=O)c1C,-16.945950686153083
COC(=O)c1c(Oc2ccccc2)ccc2nc3c(=O)[nH]cnc3nc12,-23.44492477226231
C/C(=C\[C@H]1C[C@](C)(O)[C@@H]2[C@H](C[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1)CO,-26.353018370667996
Cc1cc(O)c(O)c2c1C(=O)Oc1c(C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(C)c(C=O)c1O2,-20.73214017616556
CC(=O)O[C@H]1[C@@H]2C[C@H](OC(=O)c3cccnc3)[C@@]3(C)CC[C@@H](O)[C@]4(CO4)[C@@H]2[C@H]13,-31.95744708062921
C=C1[C@H](OC(C)=O)C[C@H](OC(=O)c2cccnc2)[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]3(O)[C@@]4(C)CO[C@]3(C)C(=O)C[C@H]4[C@@H](O)[C@H]12,-26.979252000528504
COc1cc(C(C)=O)ccc1NC(=O)Cc1ccccc1,-21.278617193805985
COc1cc2c(cc1OC)[C@@]13CO[C@](O)([C@H](OC(=O)/C=C/c4ccccc4)C=C1C(=O)C(C)(C)C2=O)N3C,-41.08969634735695
C[C@@H]1[C@@H](O)[C@@H]2OC(=O)C3=C2[C@@H](CC[C@H]3O)[C@@]1(C)CCc1ccoc1,-22.085827971888648
C=CCCCCCCCC/C=C1/C(=O)O[C@@H]1C,-18.29292194606387
C[C@H](CC[C@@H](O)C(C)(C)O)[C@@H]1[C@@H](O)C[C@@]2(C)[C@H]3[C@@H](O)C[C@H]4C(C)(C)[C@@H](O[C@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@]45C[C@]35C[C@@H](O)[C@]12C,-32.46335631141483
C=CCNc1cccc(C(=O)CC)n1,-18.626728220508085
Cn1cnc2ccc(Br)cc21,-17.379591903212713
CC(=O)Cc1ccc(O)c(C=O)c1,-17.74026490371034
CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCC(C)C,-14.737796681991313
CCCCCCCCCCCCCCCCCCC(=O)CC(=O)OC,-15.972825872871908
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]43C)[C@@H]1CC[C@@H]2NC(=O)CCl,-18.89812797075865
CC(=O)O[C@@H](C)[C@@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)c1cccnc1)C[C@@H]1[C@]3(C)CC[C@H](O)CC3=CC[C@]12O,-20.66079858520243
CC(=O)c1ccc(O)cc1,-11.38092887314997
CC(=O)O[C@@H]1[C@H]2[C@@H](C)CCC[C@]2(C)CC[C@@]1(O)C(C)C,-22.52778051801579
Cc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)cc(O)cc2c1,-20.680985548220633
COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@@](C)(O)C2,-16.093069721508073
COC(=O)c1ccc(/C=C/C(=O)c2c(O)c3c(oc2=O)=CCC=3Br)cc1,-32.84175955454339
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H]1O[C@@H](O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@@H](O)[C@H](O)[C@H]1O,-30.490025520721247
