Molecule,Log-Likelihood
COc1ccc([C@H]2CC(=O)c3ccc(O)cc3O2)cc1,-12.654449976980686
CO[C@H]1[C@H](O)[C@H](O)CO[C@@H]1CO[C@H]1[C@H]2OC(C)(C)O[C@H]2OC[C@H]1O,-32.77139018289745
C=C[C@@](C)(O)CC/C=C(\C)C(=O)O[C@H]1[C@@H](O[C@@]2(COC(C)=O)O[C@@H](CO)[C@H](OC(C)=O)[C@@H]2O)O[C@H](COC(C)=O)[C@@H](O)[C@@H]1O,-32.588600873947144
CCCCCC(=O)CCCCCC/C=C/C(=O)O,-17.89614062011242
C=C(C)COc1ccc2c(C)c(CC(=O)N3CCc4c([nH]c5ccccc45)C3)c(=O)oc2c1,-16.263333301991224
B/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,-29.90428597293794
OC[C@H]1O[C@H](O[C@@H]2OC=C[C@@H]3C[C@@H]4O[C@]4(CO)[C@@H]23)[C@@H](O)[C@@H](O)[C@@H]1O,-16.66059935092926
CC[C@@H](C)NC(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-16.441513150879473
CCCCCCC(C)(C(F)(F)F)C(F)(F)F,-21.35339481756091
CC1=NN(c2ccccc2)[C@]1(C)c1cc(Br)ccc1O,-25.816289737820625
CC(=O)[C@@]12CC[C@@H]3[C@](C)(CC/C=C(/C)C=O)CCC[C@]3(C)[C@H]1CC2,-38.23733814130537
CCCCC[C@H](O)CC(=O)CCc1cc(OCO)c2cc(O)c(O)cc2c1,-26.836647540330887
CC(C)=CCC[C@](C)(O)[C@@H]1CC[C@@]2(C)[C@H]1[C@@H](O)C[C@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3CC[C@]12C,-16.64849918812979
NC(O)=c1c(=O)c2cccc3c(O)c4ccccc4c1c32,-19.6216613734141
CC(=O)O[C@@H]1[C@H]2[C@@H](C)[C@@H](O)C[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C2=C(C)[C@@H](OC(C)=O)C[C@@H]1C2(C)C,-18.19380006530264
CC1(C)C=C2[C@H]3CC[C@@H]4[C@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,-14.579182554894942
C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)c2cc3ccc(=O)oc3cc2OC1(C)C,-12.349790332940756
CC(C)C[C@@H](O)OC[C@]1(C)CC[C@]2(C)C(=CC[C@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@H]4CC[C@]32C)[C@@H]2C[C@H](C)CC[C@H]21,-38.75958587229252
COc1ccc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)cc1O,-15.792890021577476
COc1ccc([C@H]2[C@@H]3CCCC[C@]3(O)CCN2C(=O)c2ccccc2OC)cc1OC,-11.34967217722442
O=C(CO)c1ccc(OC[C@@H]2OCC(=O)N(CCOc3ccccc3)[C@@H]2CO)cc1,-29.48580311301339
Cc1ccc2ccc(Br)cc2c1C,-19.45691950432956
CCCCCCCCCCCCCCCn1c(=O)cnn([C@@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)CC(C)C)[C@H]2OC(C)=O)c1=O,-26.074417229523533
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)CO[C@H](C)[C@@H](O)c1ccc(O)c(OC)c1,-25.31103073607665
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,-17.2993539821764
CC(C)(O)[C@H](O)CC[C@@H](CO)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,-16.70152303390205
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@@H](C)[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]12C)C(C)C,-19.13089748795028
C[C@@H]1OC(=O)C2=C1[C@@H](O)OC2=O,-13.999764709442388
COc1cc([C@@H]2C3=C(C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](OC(C)=O)[C@H]4OC(C)=O)[C@@H](COC(=O)c4cc(OC)c(OC)c(OC)c4)[C@@H]2OC(=O)CC(C)C)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C3C[C@@H]2COC(=O)C2)ccc1O,-53.64877536520362
COC[C@H](O)[C@@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]21C,-21.67501204245491
COc1cc(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)ccc1OC(C)C,-19.397238684177864
CC(=O)O[C@@H]1O[C@@H]1[C@@H](CCCCCCCCCC[C@H](O)c1ccccc1)OC(C)=O,-34.88211965458322
C=C1C(=O)O[C@@H]2CC(=C)[C@@H](O)[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,-24.12283921241169
CCCC(=O)OCC(=O)c1c(O)c2n(c1O)CCCC2,-20.10883668065071
COC(=O)c1ccc(NC(=O)CCCC(=O)c2ccccc2)cc1,-15.014736539742444
COc1cc(O)c2c(=O)cc(-c3cc(O)c(OC)c(CC(=O)c4ccccc4)c3)oc2c1,-27.714355025440454
CCCCc1cc(C[C@@H]2C[C@H](NC(=O)Nc3ccccc3)C2(C)C)no1,-15.298662857967429
C=C[C@](C)(O)CC[C@@]1(C)[C@H](C)CC[C@]2(C)[C@@H]1CCC[C@]2(C)COC(C)=O,-19.014750221846043
C/C=C(\C)C(=O)O[C@H]1[C@@H](O)[C@]2(COC(C)=O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,-20.954633753048256
CCCCCc1cccc(C[C@@H]2CC[C@@H]3CCCN4CCC[C@H]2[C@]34NC[C@H](C)O)c1,-28.603455057018436
C=C(CC/C=C/OC[C@H](O)CO)[C@@H](O)CO,-26.06128136813641
C=C(CO)[C@]12CC[C@@]3(CO)CC[C@H](O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)=C3C/C=C(/C)[C@@H]1O2,-37.56600922718644
COC[C@@H]1O[C@H](O[C@@H]2OC(=O)C([C@H](O)c3ccccc3)=C2c2ccccc2)[C@@H](NC(C)=O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-18.8573400254827
CC(C)OC(=O)Cc1c[nH]c2ccc(OC[C@H](O)CNCc3cccc(F)c3)cc12,-27.595539137120795
C/C=C(/C)C(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H]2O[C@@]2(C)[C@@H](OC(=O)/C(C)=C\C)C[C@H]2C(CO)=C[C@H](O)[C@@H]12,-35.940268074162304
C=C1C(=O)O[C@@H]2[C@H]1[C@@H](OC(=O)/C(C)=C/CO)C[C@]1(C)CCC=C(C)[C@H]21,-19.313936485239537
C/C=C(/C)C(=O)O[C@@H]1CC[C@@]2(C)C3=CC[C@]4(C)[C@@H]([C@H](C)C/C=C/C(C)(C)O)CC[C@@]4(C)[C@@H]3CC[C@H]2C1(C)C,-25.138126879697666
COc1ccc(O[C@H]2O[C@H](CI)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)cc1,-14.108331548050046
C/C=C1/[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@@H]1CC(=O)OC,-17.975795835256577
CCOc1cc(C(=O)N2NCCc3c2[nH]c2ccc(OC)cc32)ccc1OCc1ccccc1,-21.937735237181187
